Issue_date	Name	Name_of_Issuer	CUSIP	Shares
2012-02-02	ADVANCE_CAPITAL_I_INC	MSC Industrial Direct Co	553530106	5,500
2012-02-02	ADVANCE_CAPITAL_I_INC	MSCI Inc	55354G100	13,900
2012-02-02	ADVANCE_CAPITAL_I_INC	National Fuel Gas Co	636180101	9,700
2012-02-02	ADVANCE_CAPITAL_I_INC	National Instruments Corp	636518102	10,800
2012-02-02	ADVANCE_CAPITAL_I_INC	NCR Corp	62886E108	18,400
2012-02-02	ADVANCE_CAPITAL_I_INC	New York Community Bancorp Inc	649445103	51,100
2012-02-02	ADVANCE_CAPITAL_I_INC	Nordson Corp	655663102	7,000
2012-02-02	ADVANCE_CAPITAL_I_INC	NEUSTAR INC	64126X201	8,200
2012-02-02	ADVANCE_CAPITAL_I_INC	NSTAR	67019E107	12,100
2012-02-02	ADVANCE_CAPITAL_I_INC	NV Energy Inc	67073Y106	27,600
2012-02-02	ADVANCE_CAPITAL_I_INC	NVR Inc	62944T105	700
2012-02-02	ADVANCE_CAPITAL_I_INC	Oceaneering International Inc	675232102	12,700
2012-02-02	ADVANCE_CAPITAL_I_INC	OGE Energy Corp	670837103	11,400
2012-02-02	ADVANCE_CAPITAL_I_INC	Oil States International Inc	678026105	6,000
2012-02-02	ADVANCE_CAPITAL_I_INC	Old Republic International Corp	680223104	29,900
2012-02-02	ADVANCE_CAPITAL_I_INC	Olin Corp	680665205	9,000
2012-02-02	ADVANCE_CAPITAL_I_INC	Omnicare Inc	681904108	13,500
2012-02-02	ADVANCE_CAPITAL_I_INC	Packaging Corp of America	695156109	11,700
2012-02-02	ADVANCE_CAPITAL_I_INC	Panera Bread Co	69840W108	3,600
2012-02-02	ADVANCE_CAPITAL_I_INC	Patterson-UTI Energy Inc	703481101	18,200
2012-02-02	ADVANCE_CAPITAL_I_INC	PetSmart Inc	716768106	13,200
2012-02-02	ADVANCE_CAPITAL_I_INC	Plains Exploration & Production Co	726505100	16,500
2012-02-02	ADVANCE_CAPITAL_I_INC	Plantronics	727493108	3,700
2012-02-02	ADVANCE_CAPITAL_I_INC	Polaris Industries Inc	731068102	8,100
2012-02-02	ADVANCE_CAPITAL_I_INC	Polycom Inc	73172K104	20,700
2012-02-02	ADVANCE_CAPITAL_I_INC	PVH Corp	693656100	7,900
2012-02-02	ADVANCE_CAPITAL_I_INC	Quest Software	74834T103	6,500
2012-02-02	ADVANCE_CAPITAL_I_INC	Questar Corp	748356102	20,800
2012-02-02	ADVANCE_CAPITAL_I_INC	Rackspace Hosting Inc	750086100	12,000
2012-02-02	ADVANCE_CAPITAL_I_INC	Ralcorp Holdings Inc	751028101	6,500
2012-02-02	ADVANCE_CAPITAL_I_INC	Raymond James Financial Inc	754730109	12,000
2012-02-02	ADVANCE_CAPITAL_I_INC	Rayonier Inc	754907103	14,200
2012-02-02	ADVANCE_CAPITAL_I_INC	Realty Income Corp	756109104	14,900
2012-02-02	ADVANCE_CAPITAL_I_INC	Regal-Beloit Corp	758750103	4,800
2012-02-02	ADVANCE_CAPITAL_I_INC	Regency Centers Corp	758849103	10,500
2012-02-02	ADVANCE_CAPITAL_I_INC	Reinsurance Group of America Inc	759351604	8,700
2012-02-02	ADVANCE_CAPITAL_I_INC	Reliance Steel & Aluminum Co	759509102	8,800
2012-02-02	ADVANCE_CAPITAL_I_INC	ResMed Inc	761152107	17,800
2012-02-02	ADVANCE_CAPITAL_I_INC	Riverbed Technology Inc	768573107	18,200
2012-02-02	ADVANCE_CAPITAL_I_INC	Rock-Tenn Co	772739207	8,300
2012-02-02	ADVANCE_CAPITAL_I_INC	Rovi Corp	779376102	12,900
2012-02-02	ADVANCE_CAPITAL_I_INC	RPM International Inc	749685103	15,300
2012-02-02	ADVANCE_CAPITAL_I_INC	Scotts Miracle-Gro Co/The	810186106	5,200
2012-02-02	ADVANCE_CAPITAL_I_INC	SEI Investments Co	784117103	17,500
2012-02-02	ADVANCE_CAPITAL_I_INC	Senior Housing Properties Trust	81721M109	17,900
2012-02-02	ADVANCE_CAPITAL_I_INC	Service Corp International/US	817565104	27,700
2012-02-02	ADVANCE_CAPITAL_I_INC	Silgon Holdings	827048109	5,600
2012-02-02	ADVANCE_CAPITAL_I_INC	Skyworks Solutions Inc	83088M102	21,800
2012-02-02	ADVANCE_CAPITAL_I_INC	SL Green Realty Corp	78440X101	10,000
2012-02-02	ADVANCE_CAPITAL_I_INC	SM Energy Co	78454L100	7,400
2012-02-02	ADVANCE_CAPITAL_I_INC	Smithfield Foods Inc	832248108	19,300
2012-02-02	ADVANCE_CAPITAL_I_INC	Sotheby's	835898107	7,900
2012-02-02	ADVANCE_CAPITAL_I_INC	SPX Corp	784635104	5,900
2012-02-02	ADVANCE_CAPITAL_I_INC	Steel Dynamics Inc	858119100	25,600
2012-02-02	ADVANCE_CAPITAL_I_INC	Superior Energy Services Inc	868157108	9,400
2012-02-02	ADVANCE_CAPITAL_I_INC	Synopsys Inc	871607107	16,800
2012-02-02	ADVANCE_CAPITAL_I_INC	Taubman Centers Inc	876664103	6,800
2012-02-02	ADVANCE_CAPITAL_I_INC	Tech Data Corp	878237106	5,100
2012-02-02	ADVANCE_CAPITAL_I_INC	Techne Corp	878377100	4,300
2012-02-02	ADVANCE_CAPITAL_I_INC	Thomas & Betts Corp	884315102	6,200
2012-02-02	ADVANCE_CAPITAL_I_INC	Thor Industries Inc	885160101	5,200
2012-02-02	ADVANCE_CAPITAL_I_INC	TIBCO Software Inc	88632Q103	19,000
2012-02-02	ADVANCE_CAPITAL_I_INC	Timken Co	887389104	9,900
2012-02-02	ADVANCE_CAPITAL_I_INC	Towers Watson & Co	891894107	6,200
2012-02-02	ADVANCE_CAPITAL_I_INC	Transatlantic Holdings Inc	893521104	7,300
2012-02-02	ADVANCE_CAPITAL_I_INC	Trimble Navigation Ltd	896239100	14,300
2012-02-02	ADVANCE_CAPITAL_I_INC	Trinity Inds	896522109	9,000
2012-02-02	ADVANCE_CAPITAL_I_INC	Triumph Group Inc	896818101	4,400
2012-02-02	ADVANCE_CAPITAL_I_INC	TW Telecom Inc	87311L104	17,600
2012-02-02	ADVANCE_CAPITAL_I_INC	UDR Inc	902653104	25,600
2012-02-02	ADVANCE_CAPITAL_I_INC	Unit Corp	909218109	4,600
2012-02-02	ADVANCE_CAPITAL_I_INC	United Therapeuticals	91307C102	5,900
2012-02-02	ADVANCE_CAPITAL_I_INC	Universal Health Services Inc	913903100	11,400
2012-02-02	ADVANCE_CAPITAL_I_INC	URS Corp	903236107	9,400
2012-02-02	ADVANCE_CAPITAL_I_INC	UTi Worldwide Inc	012068794	12,000
2012-02-02	ADVANCE_CAPITAL_I_INC	Valmont Industries Inc	920253101	2,600
2012-02-02	ADVANCE_CAPITAL_I_INC	Valspar Corp	920355104	10,900
2012-02-02	ADVANCE_CAPITAL_I_INC	Valuclick	92046N102	9,400
2012-02-02	ADVANCE_CAPITAL_I_INC	VeriFone Systems Inc	92342Y109	12,100
2012-02-02	ADVANCE_CAPITAL_I_INC	Vertex Pharmaceuticals Inc	92532F100	24,400
2012-02-02	ADVANCE_CAPITAL_I_INC	Wabtec Corp/DE	929740108	5,300
2012-02-02	ADVANCE_CAPITAL_I_INC	Waddell & Reed Financial Inc	930059100	11,100
2012-02-02	ADVANCE_CAPITAL_I_INC	Warnaco Group Inc/The	934390402	5,000
2012-02-02	ADVANCE_CAPITAL_I_INC	Waste Connections Inc	941053100	13,200
2012-02-02	ADVANCE_CAPITAL_I_INC	Weingarten Realty Investors	948741103	14,200
2012-02-02	ADVANCE_CAPITAL_I_INC	Westar Energy Inc	95709T100	13,500
2012-02-02	ADVANCE_CAPITAL_I_INC	Williams-Sonoma Inc	969904101	12,300
2012-02-02	ADVANCE_CAPITAL_I_INC	WR Berkley Corp	084423102	13,200
2012-02-02	ADVANCE_CAPITAL_I_INC	Zebra Technologies Corp	989207105	6,300
2012-02-02	ADVANCE_CAPITAL_I_INC	3M CO	88579Y101	7,700
2012-02-02	ADVANCE_CAPITAL_I_INC	ACCENTURE PLC-CL A	045008479	11,600
2012-02-02	ADVANCE_CAPITAL_I_INC	ACE LTD	037964964	7,600
2012-02-02	ADVANCE_CAPITAL_I_INC	AETNA INC	00817Y108	8,400
2012-02-02	ADVANCE_CAPITAL_I_INC	AFLAC INC	001055102	14,100
2012-02-02	ADVANCE_CAPITAL_I_INC	AIR PRODUCTS & CHEMICALS INC	009158106	6,000
2012-02-02	ADVANCE_CAPITAL_I_INC	ALLSTATE CORP	020002101	19,400
2012-02-02	ADVANCE_CAPITAL_I_INC	AMERICAN ELECTRIC POWER	025537101	16,100
2012-02-02	ADVANCE_CAPITAL_I_INC	AMERICAN EXPRESS	025816109	12,900
2012-02-02	ADVANCE_CAPITAL_I_INC	AMERISOURCEBERGEN CORP	03073E105	12,400
2012-02-02	ADVANCE_CAPITAL_I_INC	APACHE CORP	037411105	7,600
2012-02-02	ADVANCE_CAPITAL_I_INC	APPLIED MATERIALS INC	038222105	11,800
2012-02-02	ADVANCE_CAPITAL_I_INC	APPLE INC	037833100	1,550
2012-02-02	ADVANCE_CAPITAL_I_INC	ARCHER-DANIELS-MIDLAND CO	039483102	12,300
2012-02-02	ADVANCE_CAPITAL_I_INC	AT&T INC	00206R102	123,800
2012-02-02	ADVANCE_CAPITAL_I_INC	AUTOMATIC DATA PROCESSING	053015103	6,500
2012-02-02	ADVANCE_CAPITAL_I_INC	BANK OF NEW YORK MELLON CORP	064058100	17,900
2012-02-02	ADVANCE_CAPITAL_I_INC	BECTON DICKINSON AND CO	075887109	4,300
2012-02-02	ADVANCE_CAPITAL_I_INC	BLACKROCK	09247X101	3,200
2012-02-02	ADVANCE_CAPITAL_I_INC	CA INC	12673P105	29,400
2012-02-02	ADVANCE_CAPITAL_I_INC	CAPITAL ONE FINANCIAL CORP	14040H105	5,900
2012-02-02	ADVANCE_CAPITAL_I_INC	CARDINAL HEALTH INC	14149Y108	11,000
2012-02-02	ADVANCE_CAPITAL_I_INC	CARNIVAL CORP	143658300	5,100
2012-02-02	ADVANCE_CAPITAL_I_INC	CATERPILLAR INC	149123101	6,200
2012-02-02	ADVANCE_CAPITAL_I_INC	CENTURYLINK INC	156700106	12,000
2012-02-02	ADVANCE_CAPITAL_I_INC	CHEVRON CORP	166764100	14,900
2012-02-02	ADVANCE_CAPITAL_I_INC	CISCO SYSTEMS INC	17275R102	29,600
2012-02-02	ADVANCE_CAPITAL_I_INC	COMCAST CORP-CLASS A	20030N101	34,000
2012-02-02	ADVANCE_CAPITAL_I_INC	CORNING INC	219350105	37,100
2012-02-02	ADVANCE_CAPITAL_I_INC	COSTCO WHOLESALE CORP	22160K105	3,700
2012-02-02	ADVANCE_CAPITAL_I_INC	COVIDIEN PLC	060935297	10,300
2012-02-02	ADVANCE_CAPITAL_I_INC	CSX CORP	126408103	26,200
2012-02-02	ADVANCE_CAPITAL_I_INC	CUMMINS INC	231021106	4,500
2012-02-02	ADVANCE_CAPITAL_I_INC	CVS CAREMARK CORP	126650100	18,200
2012-02-02	ADVANCE_CAPITAL_I_INC	DANAHER CORP	235851102	10,000
2012-02-02	ADVANCE_CAPITAL_I_INC	DARDEN RESTAURANTS INC	237194105	7,200
2012-02-02	ADVANCE_CAPITAL_I_INC	DEVON ENERGY CORPORATION	25179M103	11,000
2012-02-02	ADVANCE_CAPITAL_I_INC	ELI LILLY & CO	532457108	7,300
2012-02-02	ADVANCE_CAPITAL_I_INC	EMERSON ELECTRIC CO	291011104	10,400
2012-02-02	ADVANCE_CAPITAL_I_INC	EXELON CORP	30161N101	78,000
2012-02-02	ADVANCE_CAPITAL_I_INC	EXXON MOBIL CORP	30231G102	59,603
2012-02-02	ADVANCE_CAPITAL_I_INC	FEDEX CORP	31428X106	7,700
2012-02-02	ADVANCE_CAPITAL_I_INC	FIDELITY NATIONAL INFORMATIO	31620M106	18,900
2012-02-02	ADVANCE_CAPITAL_I_INC	FREEPORT-MCMORAN COPPER	35671D857	15,100
2012-02-02	ADVANCE_CAPITAL_I_INC	GENERAL DYNAMICS CORP	369550108	8,600
2012-02-02	ADVANCE_CAPITAL_I_INC	HARRIS CORP	413875105	4,500
2012-02-02	ADVANCE_CAPITAL_I_INC	HESS CORP	42809H107	8,800
2012-02-02	ADVANCE_CAPITAL_I_INC	HEWLETT-PACKARD CO	428236103	27,300
2012-02-02	ADVANCE_CAPITAL_I_INC	HOME DEPOT INC	437076102	11,600
2012-02-02	ADVANCE_CAPITAL_I_INC	ILLINOIS TOOL WORKS	452308109	11,800
2012-02-02	ADVANCE_CAPITAL_I_INC	INTEL CORP	458140100	40,800
2012-02-02	ADVANCE_CAPITAL_I_INC	INTL BUSINESS MACHINES CORP	459200101	7,000
2012-02-02	ADVANCE_CAPITAL_I_INC	JM SMUCKER CO/THE	832696405	4,200
2012-02-02	ADVANCE_CAPITAL_I_INC	JOHNSON & JOHNSON	478160104	58,600
2012-02-02	ADVANCE_CAPITAL_I_INC	JOHNSON CONTROLS INC	478366107	11,600
2012-02-02	ADVANCE_CAPITAL_I_INC	KIMBERLY-CLARK CORP	494368103	49,000
2012-02-02	ADVANCE_CAPITAL_I_INC	KOHLS CORP	500255104	8,900
2012-02-02	ADVANCE_CAPITAL_I_INC	KRAFT FOODS INC-CLASS A	50075N104	89,000
2012-02-02	ADVANCE_CAPITAL_I_INC	LOWE'S COS INC	548661107	19,100
2012-02-02	ADVANCE_CAPITAL_I_INC	MARATHON OIL CORP	565849106	33,200
2012-02-02	ADVANCE_CAPITAL_I_INC	MCDONALD'S CORP	580135101	8,700
2012-02-02	ADVANCE_CAPITAL_I_INC	MEDTRONIC INC	585055106	18,400
2012-02-02	ADVANCE_CAPITAL_I_INC	MERCK & CO. INC.	58933Y105	99,900
2012-02-02	ADVANCE_CAPITAL_I_INC	MICROSOFT CORP	594918104	57,900
2012-02-02	ADVANCE_CAPITAL_I_INC	MURPHY OIL CORP	626717102	6,900
2012-02-02	ADVANCE_CAPITAL_I_INC	NATIONAL OILWELL VARCO INC	637071101	14,900
2012-02-02	ADVANCE_CAPITAL_I_INC	NEXTERA ENERGY INC	65339F101	11,300
2012-02-02	ADVANCE_CAPITAL_I_INC	NIKE INC -CL B	654106103	3,600
2012-02-02	ADVANCE_CAPITAL_I_INC	NORTHERN TRUST CORP	665859104	13,100
2012-02-02	ADVANCE_CAPITAL_I_INC	NYSE EURONEXT	629491101	14,500
2012-02-02	ADVANCE_CAPITAL_I_INC	ORACLE CORP	68389X105	10,700
2012-02-02	ADVANCE_CAPITAL_I_INC	PEABODY ENERGY CORP	704549104	13,600
2012-02-02	ADVANCE_CAPITAL_I_INC	PEPSICO INC	713448108	54,300
2012-02-02	ADVANCE_CAPITAL_I_INC	PFIZER INC	717081103	49,800
2012-02-02	ADVANCE_CAPITAL_I_INC	PNC FINANCIAL SERVICES GROUP	693475105	9,500
2012-02-02	ADVANCE_CAPITAL_I_INC	PPL CORPORATION	69351T106	21,500
2012-02-02	ADVANCE_CAPITAL_I_INC	PRINCIPAL FINANCIAL GROUP	74251V102	12,300
2012-02-02	ADVANCE_CAPITAL_I_INC	PROCTER & GAMBLE CO/THE	742718109	63,500
2012-02-02	ADVANCE_CAPITAL_I_INC	QUALCOMM INC	747525103	12,600
2012-02-02	ADVANCE_CAPITAL_I_INC	RAYTHEON COMPANY	755111507	13,400
2012-02-02	ADVANCE_CAPITAL_I_INC	REYNOLDS AMERICAN INC	761713106	12,300
2012-02-02	ADVANCE_CAPITAL_I_INC	STAPLES INC	855030102	34,500
2012-02-02	ADVANCE_CAPITAL_I_INC	STRYKER CORP	863667101	9,700
2012-02-02	ADVANCE_CAPITAL_I_INC	TARGET CORP	87612E106	17,700
2012-02-02	ADVANCE_CAPITAL_I_INC	TEXAS INSTRUMENTS INC	882508104	16,100
2012-02-02	ADVANCE_CAPITAL_I_INC	TIME WARNER INC	887317303	20,400
2012-02-02	ADVANCE_CAPITAL_I_INC	TORONTO-DOMINION BANK	891160509	6,700
2012-02-02	ADVANCE_CAPITAL_I_INC	TJX COMPANIES INC	872540109	7,500
2012-02-02	ADVANCE_CAPITAL_I_INC	TRAVELERS COS INC/THE	89417E109	10,400
2012-02-02	ADVANCE_CAPITAL_I_INC	UNITED TECHNOLOGIES CORP	913017109	8,500
2012-02-02	ADVANCE_CAPITAL_I_INC	UNITEDHEALTH GROUP INC	91324P102	16,600
2012-02-02	ADVANCE_CAPITAL_I_INC	UNUM GROUP	91529Y106	21,900
2012-02-02	ADVANCE_CAPITAL_I_INC	VERIZON COMMUNICATIONS INC	92343V104	22,300
2012-02-02	ADVANCE_CAPITAL_I_INC	VISA	92826C839	4,900
2012-02-02	ADVANCE_CAPITAL_I_INC	WALGREEN CO	931422109	13,900
2012-02-02	ADVANCE_CAPITAL_I_INC	WAL-MART STORES INC	931142103	20,000
2012-02-02	ADVANCE_CAPITAL_I_INC	WALT DISNEY CO/THE	254687106	10,100
2012-02-02	ADVANCE_CAPITAL_I_INC	WELLS FARGO & CO	949746101	38,100
2012-02-02	ADVANCE_CAPITAL_I_INC	XEROX CORP	984121103	65,900
2011-02-14	Global_X_Funds	SINA CORP US	G81477104	4354
2011-02-14	Global_X_Funds	AUGUSTA RES CORP	050912203	199841
2011-02-14	Global_X_Funds	BAIDU INC	056752108	2227
2011-02-14	Global_X_Funds	BANCO BRADESCO S A	059460303	46700
2011-02-14	Global_X_Funds	CPFL ENERGIA S A	126153105	22097
2011-02-14	Global_X_Funds	COEUR D ALENE MINES CORP IDA	192108504	640253
2011-02-14	Global_X_Funds	COMPANHIA ENERGETICA DE MINA	204409601	97171
2011-02-14	Global_X_Funds	DUOYAN GLOBAL WTR INC	266043108	5167
2011-02-14	Global_X_Funds	ECOPETROL S A	279158109	640527
2011-02-14	Global_X_Funds	ERICSSON L M TEL CO	294821608	100600
2011-02-14	Global_X_Funds	EXIDE TECHNOLOGIES	302051206	725769
2011-02-14	Global_X_Funds	F M C CORP	302491303	288736
2011-02-14	Global_X_Funds	FRONTEER GOLD INC	359032109	124800
2011-02-14	Global_X_Funds	GAFISA S A	362607301	116305
2011-02-14	Global_X_Funds	GENERAL STEEL HOLDINGS INC	370853103	69334
2011-02-14	Global_X_Funds	GIANT INTERACTIVE GROUP INC	374511103	26654
2011-02-14	Global_X_Funds	GOLDEN MINERALS CO	381119106	197914
2011-02-14	Global_X_Funds	HECLA MNG CO	422704106	1914287
2011-02-14	Global_X_Funds	ITAU UNIBANCO BANCO HLDG SA	465562106	39930
2011-02-14	Global_X_Funds	JA SOLAR HOLDINGS LTD-ADR	466090107	16375
2011-02-14	Global_X_Funds	MINEFINDERS LTD	602900102	942509
2011-02-14	Global_X_Funds	MINES MGMT INC	603432105	264209
2011-02-14	Global_X_Funds	NEW ORIENTAL ED & TECH GRP I	647581107	82040
2011-02-14	Global_X_Funds	NOKIA CORP	654902204	103200
2011-02-14	Global_X_Funds	NOVO-NORDISK A S	670100205	16464
2011-02-14	Global_X_Funds	PAN AMERICAN SILVER CORP	697900108	1047887
2011-02-14	Global_X_Funds	POLYMET MINING CORP	731916102	254068
2011-02-14	Global_X_Funds	ROCKWOOD HLDGS INC	774415103	213427
2011-02-14	Global_X_Funds	SEABRIDGE GOLD INC	811916105	31200
2011-02-14	Global_X_Funds	SHENGDA TECH INC	823213103	61250
2011-02-14	Global_X_Funds	SILVER WHEATON CORP	828336107	1160402
2011-02-14	Global_X_Funds	SOCIEDAD QUIMICA MINERA DE C	833635105	492786
2011-02-14	Global_X_Funds	TASEKO MINES LTD	876511106	389553
2011-02-14	Global_X_Funds	TELE NORTE LESTE PART S A	879246106	65258
2011-02-14	Global_X_Funds	ULTRALIFE CORP	903899102	263684
2011-02-14	Global_X_Funds	US GOLD CORPORATION	912023207	127400
2011-02-14	Global_X_Funds	URANIUM ENERGY CORP	916896103	1185700
2011-02-14	Global_X_Funds	URANIUM RES INC	916901507	1547800
2011-02-14	Global_X_Funds	VALENCE TECHNOLOGY INC	918914102	1748901
2011-02-14	Global_X_Funds	VANCEINFO TECHNOLOGIES INC	921564100	3831
2011-02-14	Global_X_Funds	TRINA SOLAR LIMITED	89628E104	7962
2011-02-14	Global_X_Funds	USEC INC	90333E108	923000
2011-02-14	Global_X_Funds	NOVAGOLD RES INC	66987E206	97240
2011-02-14	Global_X_Funds	ADVANCED BATTERY TECHNOLOG I	00752H102	1365521
2011-02-14	Global_X_Funds	ALEXCO RESOURCE CORP	01535P106	682322
2011-02-14	Global_X_Funds	A123 SYS INC	03739T108	770675
2011-02-14	Global_X_Funds	ASIAINFO-LINKAGE INC	04518A104	5532
2011-02-14	Global_X_Funds	BANCO SANTANDER BRASIL S A	05967A107	33890
2011-02-14	Global_X_Funds	BANCOLOMBIA S A	05968L102	434874
2011-02-14	Global_X_Funds	BRF-BRASIL FOODS S A	10552T107	111387
2011-02-14	Global_X_Funds	CAMELOT INFORMATION SYS INC	13322V105	5298
2011-02-14	Global_X_Funds	CHINA BAK BATTERY INC	16936Y100	982565
2011-02-14	Global_X_Funds	CHINA AGRITECH INC	16937A200	26930
2011-02-14	Global_X_Funds	CHINA GREEN AGRICULTURE INC	16943W105	38610
2011-02-14	Global_X_Funds	CNINSURE INC	18976M103	6130
2011-02-14	Global_X_Funds	COMPANHIA BRASILEIRA DE DIST	20440T201	70693
2011-02-14	Global_X_Funds	COMPANHIA DE SANEAMENTO BASI	20441A102	14391
2011-02-14	Global_X_Funds	COMPANHIA PARANAENSE ENERG C	20441B407	26333
2011-02-14	Global_X_Funds	COMPANHIA DE BEBIDAS DAS AME	20441W203	61895
2011-02-14	Global_X_Funds	CTRIP COM INTL LTD	22943F100	4715
2011-02-14	Global_X_Funds	E HOUSE CHINA HLDGS LTD	26852W103	8983
2011-02-14	Global_X_Funds	EMBRAER S A	29082A107	41129
2011-02-14	Global_X_Funds	ENDEAVOUR SILVER CORP	29258Y103	898926
2011-02-14	Global_X_Funds	ENER1 INC	29267A203	1364765
2011-02-14	Global_X_Funds	FIBRIA CELULOSE S A	31573A109	45560
2011-02-14	Global_X_Funds	FOCUS MEDIA HLDG LTD	34415V109	220923
2011-02-14	Global_X_Funds	FREEPORT-MCMORAN COPPER & GO	35671D857	38940
2011-02-14	Global_X_Funds	GOL LINHAS AEREAS INTLG S A	38045R107	105223
2011-02-14	Global_X_Funds	GULF RESOURCES INC	40251W309	38975
2011-02-14	Global_X_Funds	HARBIN ELECTRIC INC	41145W109	4120
2011-02-14	Global_X_Funds	HOME INNS & HOTELS MGMT INC	43713W107	103384
2011-02-14	Global_X_Funds	IVANHOE MINES LTD	46579N103	152266
2011-02-14	Global_X_Funds	JINKOSOLAR HOLDING ADR	47759T100	2157
2011-02-14	Global_X_Funds	KONGZHONG CORP	50047P104	3121
2011-02-14	Global_X_Funds	LDK SOLAR CO LTD	50183L107	12855
2011-02-14	Global_X_Funds	LONGTOP FINL TECHNOLOGIES LT	54318P108	6688
2011-02-14	Global_X_Funds	MAG SILVER CORP	55903Q104	601414
2011-02-14	Global_X_Funds	NET SERVICOS DE COMUNICACAO	64109T201	66478
2011-02-14	Global_X_Funds	NETEASE COM INC	64110W102	5861
2011-02-14	Global_X_Funds	NORTHERN DYNASTY MINERALS LT	66510M204	126134
2011-02-14	Global_X_Funds	PERFECT WORLD CO LTD	71372U104	4901
2011-02-14	Global_X_Funds	RENESOLA LTD	75971T103	7655
2011-02-14	Global_X_Funds	SHANDA INTERACTIVE ENTMT LTD	81941Q203	6066
2011-02-14	Global_X_Funds	SILVER STD RES INC	82823L106	543448
2011-02-14	Global_X_Funds	SILVERCORP METALS INC	82835P103	1408853
2011-02-14	Global_X_Funds	SOHU COM INC	83408W103	3283
2011-02-14	Global_X_Funds	SOLARFUN POWER HOLDINGS CO L	83415U108	5614
2011-02-14	Global_X_Funds	SOUTHERN COPPER CORP	84265V105	85795
2011-02-14	Global_X_Funds	STATOIL ASA	85771P102	41748
2011-02-14	Global_X_Funds	SUNTECH PWR HLDGS CO LTD	86800C104	12370
2011-02-14	Global_X_Funds	TAM SA	87484D103	80630
2011-02-14	Global_X_Funds	TIM PARTICIPACOES S A	88706P106	16888
2011-02-14	Global_X_Funds	ULTRAPAR PARTICIPACOES S A	90400P101	21835
2011-02-14	Global_X_Funds	URANERZ ENERGY CORP	91688T104	1136000
2011-02-14	Global_X_Funds	YINGLI GREEN ENERGY HLDG CO	98584B103	9405
2011-02-14	Global_X_Funds	YONGYE INTL INC	98607B106	85290
2011-02-14	Global_X_Funds	ZHONGPIN INC	98952K107	71943
2011-02-14	Global_X_Funds	A POWER ENERGY GENERAT SYS L	G04136100	7252
2011-02-14	Global_X_Funds	COSAN LTD	G25343107	125381
